2018-03-26 22:35:57,324 [main] TRACE  edu.skku.selab.blp.BLP - [START] BLIA Evaluation START
2018-03-26 22:35:57,333 [main] INFO   edu.skku.selab.blp.BLP - [DATA] zxing 0.2 0.0 commit
2018-03-26 22:35:57,334 [main] TRACE  edu.skku.selab.blp.BLP - Start InitializeDB
2018-03-26 22:35:57,548 [main] TRACE  edu.skku.selab.blp.BLP - Finish InitializeDB
2018-03-26 22:35:57,548 [main] TRACE  edu.skku.selab.blp.BLP - Start BLIA with COMMIT VERSION 
2018-03-26 22:35:57,563 [main] INFO   e.skku.selab.blp.blia.analysis.BLIA - zxing 0.2 0.0
2018-03-26 22:35:57,563 [main] TRACE  e.skku.selab.blp.blia.analysis.BLIA - [STARTED] BLIA prepareAnalysisData().
2018-03-26 22:35:57,564 [main] TRACE  e.skku.selab.blp.blia.analysis.BLIA - [STARTED] Bug corpus creating.
2018-03-26 22:35:57,915 [main] TRACE  e.skku.selab.blp.blia.analysis.BLIA - [DONE] Bug corpus creating.(0.350 sec)
2018-03-26 22:35:57,915 [main] TRACE  e.skku.selab.blp.blia.analysis.BLIA - [STARTED] Bug vector creating.
2018-03-26 22:35:58,173 [main] TRACE  e.skku.selab.blp.blia.analysis.BLIA - [DONE] Bug vector creating.(0.258 sec)
2018-03-26 22:35:58,174 [main] TRACE  e.skku.selab.blp.blia.analysis.BLIA - [STARTED] Commit log collecting.
2018-03-26 22:35:58,291 [main] DEBUG  org.eclipse.jgit.util.FS - readpipe [git, --version],C:\Program Files\Git\cmd
2018-03-26 22:35:58,324 [main] DEBUG  org.eclipse.jgit.util.FS - readpipe may return 'git version 2.11.0.windows.1'
2018-03-26 22:35:58,324 [main] DEBUG  org.eclipse.jgit.util.FS - remaining output:

2018-03-26 22:35:58,328 [main] DEBUG  org.eclipse.jgit.util.FS - readpipe [git, config, --system, --edit],C:\Program Files\Git\cmd
2018-03-26 22:35:58,387 [main] DEBUG  org.eclipse.jgit.util.FS - readpipe may return 'C:/Program Files/Git/mingw64/etc/gitconfig'
2018-03-26 22:35:58,388 [main] DEBUG  org.eclipse.jgit.util.FS - remaining output:

2018-03-26 22:35:59,818 [main] TRACE  e.skku.selab.blp.blia.analysis.BLIA - [DONE] Commit log collecting: Commit Force = false(1.644 sec)
2018-03-26 22:35:59,987 [main] TRACE  e.skku.selab.blp.blia.analysis.BLIA - [STARTED] Source file corpus creating. for 364 v364
2018-03-26 22:36:02,177 [main] TRACE  e.skku.selab.blp.blia.analysis.BLIA - [DONE] Source file corpus creating.(4.3 sec)
2018-03-26 22:36:02,179 [main] TRACE  e.skku.selab.blp.blia.analysis.BLIA - [STARTED] Source file vector creating. for 364 v364
2018-03-26 22:36:03,713 [main] TRACE  e.skku.selab.blp.blia.analysis.BLIA - [DONE] Source file vector creating.(1.533 sec)
2018-03-26 22:36:03,713 [main] TRACE  e.skku.selab.blp.blia.analysis.BLIA - [STARTED] Bug-Source file vector creating. for 364
2018-03-26 22:36:03,731 [main] TRACE  e.skku.selab.blp.blia.analysis.BLIA - [DONE] Bug-Source file vector creating.(0.18 sec)
2018-03-26 22:36:03,731 [main] TRACE  e.skku.selab.blp.blia.analysis.BLIA - [STARTED] Source file corpus creating. for 383 v383
